City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Piacabucu,BR,2022-02-11 18:12:05,-10.4056,-36.4344,86.83,55,15,15.48
293,Salinopolis,BR,2022-02-11 18:12:05,-0.6136,-47.3561,80.67,84,95,9.35
294,Sioux Lookout,CA,2022-02-11 18:12:06,50.1001,-91.917,-3.62,65,75,10.36
295,Kokkola,FI,2022-02-11 18:12:06,63.8385,23.1307,20.93,93,0,5.75
296,Kirovskiy,RU,2022-02-11 18:12:06,45.0917,133.5136,17.22,96,100,4.9
297,Pacifica,US,2022-02-11 18:12:07,37.6138,-122.4869,71.11,60,20,5.75
298,Tangzhai,CN,2022-02-11 18:12:07,34.4328,116.5911,37.99,69,75,6.24
299,Kushiro,JP,2022-02-11 18:12:07,42.975,144.3747,16.66,93,80,4.21
300,Tura,IN,2022-02-11 18:12:08,25.5198,90.2201,55.31,66,40,1.7
301,Areosa,PT,2022-02-11 18:12:08,41.7178,-8.8571,61.25,84,95,5.86
302,Khandyga,RU,2022-02-11 18:12:08,62.6667,135.6,-42.27,100,71,0.92
303,Hay River,CA,2022-02-11 18:12:09,60.8156,-115.7999,-7.62,77,75,3.44
304,Kyabe,TD,2022-02-11 18:12:09,9.4515,18.9449,83.91,11,0,5.3
305,Bozeman,US,2022-02-11 18:11:55,45.6796,-111.0386,30.2,77,100,16.11
306,Lovozero,RU,2022-02-11 18:12:09,68.005,35.0117,7.27,98,72,4.05
307,Grindavik,IS,2022-02-11 18:12:10,63.8424,-22.4338,30.67,64,75,17.27
308,Savannah Bight,HN,2022-02-11 18:12:10,16.45,-85.85,78.01,75,8,1.68
309,Jalu,LY,2022-02-11 18:12:10,29.0331,21.5482,56.28,47,0,6.87
310,Kot Diji,PK,2022-02-11 18:12:11,27.3427,68.7083,60.82,20,0,7.38
311,Cubara,CO,2022-02-11 18:12:11,7.0008,-72.1085,76.37,79,96,0.04
312,Murray Bridge,AU,2022-02-11 18:12:11,-35.1167,139.2667,64.69,59,6,5.3
313,Bundaberg,AU,2022-02-11 18:12:11,-24.85,152.35,68.29,84,1,6.91
314,Pyapon,MM,2022-02-11 18:12:12,16.2833,95.6833,69.17,59,51,7.47
315,Amalapuram,IN,2022-02-11 18:12:12,16.5833,82.0167,70.68,82,6,3.47
316,Pangnirtung,CA,2022-02-11 18:12:12,66.1451,-65.7125,5.0,51,100,8.05
317,Vanimo,PG,2022-02-11 18:12:13,-2.6741,141.3028,76.62,89,100,4.81
318,Sayyan,YE,2022-02-11 18:12:13,15.1718,44.3244,58.24,42,10,1.23
319,Detva,SK,2022-02-11 18:12:13,48.5608,19.4195,40.55,84,100,8.34
320,Black River,JM,2022-02-11 18:12:14,18.0264,-77.8487,82.4,68,24,9.75
321,Umea,SE,2022-02-11 18:12:14,63.8284,20.2597,21.13,79,0,8.05
322,Tambura,SS,2022-02-11 18:13:14,5.6,27.4667,81.68,23,75,5.26
323,Kruisfontein,ZA,2022-02-11 18:13:15,-34.0033,24.7314,65.43,74,0,3.24
324,Bhainsdehi,IN,2022-02-11 18:13:15,21.6467,77.6325,55.58,29,3,2.24
325,Sorland,NO,2022-02-11 18:13:15,67.667,12.6934,30.06,49,98,16.06
326,Kachug,RU,2022-02-11 18:13:15,53.9606,105.8817,-28.61,100,77,1.1
327,Nichinan,JP,2022-02-11 18:09:14,31.6,131.3667,46.76,70,92,7.07
328,Krasnoselkup,RU,2022-02-11 18:13:16,65.7,82.4667,-16.71,95,47,7.02
329,Tha Chang,TH,2022-02-11 18:13:16,9.2642,99.1922,75.43,87,100,3.22
330,Guerrero Negro,MX,2022-02-11 18:13:17,27.9769,-114.0611,71.53,25,0,4.21
331,Pemangkat,ID,2022-02-11 18:13:17,1.1667,108.9667,76.1,90,100,4.52
332,Coquimbo,CL,2022-02-11 18:13:17,-29.9533,-71.3436,69.03,71,40,8.3
333,Kuusamo,FI,2022-02-11 18:13:18,65.9667,29.1833,15.84,92,75,5.75
334,Corumba,BR,2022-02-11 18:13:18,-19.0092,-57.6533,94.71,58,75,11.5
335,Alice,US,2022-02-11 18:13:18,27.7523,-98.0697,75.09,38,40,13.8
336,Skjervoy,NO,2022-02-11 18:12:35,70.0311,20.9714,26.78,53,99,21.39
337,Kavieng,PG,2022-02-11 18:13:19,-2.5744,150.7967,81.48,78,98,8.08
338,Norman Wells,CA,2022-02-11 18:13:19,65.282,-126.8329,-18.36,69,20,3.44
339,Arman,RU,2022-02-11 18:13:19,59.7,150.1667,-6.63,80,93,6.76
340,Midyat,TR,2022-02-11 18:13:19,37.4247,41.3393,38.48,77,12,8.88
341,Bubaque,GW,2022-02-11 18:13:20,11.2833,-15.8333,79.77,63,29,14.83
342,Olinda,BR,2022-02-11 18:13:20,-8.0089,-34.8553,85.73,66,40,12.66
343,Hualmay,PE,2022-02-11 18:13:20,-11.0964,-77.6139,75.79,68,65,12.08
344,Tubuala,PA,2022-02-11 18:13:21,9.5167,-79.0333,91.33,71,22,14.58
345,Makakilo City,US,2022-02-11 18:13:21,21.3469,-158.0858,70.2,83,0,4.61
346,Chuy,UY,2022-02-11 18:13:21,-33.6971,-53.4616,83.21,57,1,13.6
347,Saldanha,ZA,2022-02-11 18:13:21,-33.0117,17.9442,65.61,90,7,19.22
348,Carmen,MX,2022-02-11 18:10:09,18.6333,-91.8333,80.64,65,0,10.36
349,Atagay,RU,2022-02-11 18:13:22,55.1033,99.3875,-19.64,100,14,3.33
350,Dandong,CN,2022-02-11 18:13:22,40.1292,124.3947,27.91,52,100,9.26
351,Kassala,SD,2022-02-11 18:13:22,15.451,36.4,78.8,49,9,16.55
352,Isangel,VU,2022-02-11 18:13:23,-19.55,169.2667,80.71,83,75,2.3
353,Honningsvag,NO,2022-02-11 18:13:23,70.9821,25.9704,29.95,86,100,17.27
354,Chapulhuacan,MX,2022-02-11 18:13:24,21.1667,-98.9,70.07,47,16,5.73
355,Marzuq,YE,2022-02-11 18:13:24,14.4,46.4667,62.33,70,2,6.4
356,Riyadh,SA,2022-02-11 18:10:44,24.6877,46.7219,66.34,30,0,11.21
357,Aklavik,CA,2022-02-11 18:13:24,68.2191,-135.0107,-22.97,75,20,2.3
358,Alofi,NU,2022-02-11 18:13:25,-19.0595,-169.9187,76.89,94,7,4.61
359,Kandrian,PG,2022-02-11 18:13:25,-6.2167,149.55,76.48,88,100,5.21
360,Nanakuli,US,2022-02-11 18:13:25,21.3906,-158.1547,71.62,79,0,4.61
361,Eyl,SO,2022-02-11 18:13:26,7.9803,49.8164,75.24,64,6,20.94
362,Tazovskiy,RU,2022-02-11 18:13:26,67.4667,78.7,-3.89,80,95,14.18
363,Hailar,CN,2022-02-11 18:13:26,49.2,119.7,-13.86,100,98,4.34
364,Poum,NC,2022-02-11 18:13:26,-20.2333,164.0167,80.37,80,100,9.24
365,Umm Kaddadah,SD,2022-02-11 18:14:27,13.6017,26.6876,62.85,15,0,12.84
366,Lambari,BR,2022-02-11 18:14:27,-21.9756,-45.3503,73.44,83,89,4.09
367,Laguna,US,2022-02-11 18:14:28,38.421,-121.4238,71.96,70,0,4.61
368,Ocu,JP,2022-02-11 18:14:28,35.0044,135.8683,38.5,85,11,2.04
369,Dois Vizinhos,BR,2022-02-11 18:14:28,-25.7336,-53.0572,92.32,26,18,2.91
370,Amazar,RU,2022-02-11 18:14:28,53.858,120.875,-15.36,96,84,3.85
371,Fortuna,US,2022-02-11 18:14:29,40.5982,-124.1573,61.14,69,0,0.0
372,Luau,AO,2022-02-11 18:14:29,-10.7073,22.2247,64.89,96,100,2.59
373,Hereford,GB,2022-02-11 18:14:29,52.0568,-2.7148,44.02,78,100,1.01
374,Moerai,PF,2022-02-11 18:14:30,-22.4333,-151.3333,79.12,72,95,6.64
375,Koidu,SL,2022-02-11 18:14:30,8.4167,-10.8333,93.97,13,4,1.66
376,Bowen,AU,2022-02-11 18:14:30,-20.0167,148.2333,74.95,78,3,7.67
377,Simao,CN,2022-02-11 18:14:31,22.7886,100.9748,50.0,52,0,1.45
378,Sola,VU,2022-02-11 18:14:31,-13.8833,167.55,81.48,77,95,17.34
379,Ormara,PK,2022-02-11 18:14:31,25.2088,64.6357,71.19,55,0,8.12
380,Marawi,PH,2022-02-11 18:14:31,7.9986,124.2928,66.65,95,76,0.85
381,Utica,US,2022-02-11 18:12:03,43.1009,-75.2327,48.9,83,88,13.65
382,Tabou,CI,2022-02-11 18:14:32,4.423,-7.3528,81.7,77,59,5.7
383,Wanaka,NZ,2022-02-11 18:13:38,-44.7,169.15,58.1,84,98,1.01
384,Necochea,AR,2022-02-11 18:14:22,-38.5473,-58.7368,65.03,59,100,15.9
385,Luwuk,ID,2022-02-11 18:14:33,-0.9516,122.7875,76.59,85,96,3.8
386,Blackpool,GB,2022-02-11 18:14:33,53.8167,-3.05,43.9,75,20,12.66
387,Katangli,RU,2022-02-11 18:14:33,51.7102,143.2326,15.46,98,100,4.0
388,Yanam,IN,2022-02-11 18:14:34,16.7333,82.2167,71.29,81,6,3.67
389,Aykhal,RU,2022-02-11 18:14:34,66.0,111.5,-7.4,100,99,5.35
390,Jining,CN,2022-02-11 18:14:34,35.405,116.5814,38.19,57,61,6.17
391,Semirom,IR,2022-02-11 18:14:34,31.4167,51.5667,33.49,97,77,4.07
392,Selma,US,2022-02-11 18:14:35,36.5708,-119.6121,67.17,55,0,4.7
393,Vallenar,CL,2022-02-11 18:14:35,-28.5708,-70.7581,84.43,25,0,9.8
394,Avera,US,2022-02-11 18:14:35,33.194,-82.5271,70.48,37,84,9.42
395,Maniitsoq,GL,2022-02-11 18:14:36,65.4167,-52.9,27.39,96,100,20.02
396,Vila,PT,2022-02-11 18:14:36,42.0304,-8.1588,49.75,77,99,2.46
397,Khuzdar,PK,2022-02-11 18:14:36,27.7384,66.6434,57.0,21,0,4.7
398,Seydi,TM,2022-02-11 18:14:37,39.4816,62.9137,47.05,61,100,13.49
399,Sambava,MG,2022-02-11 18:14:37,-14.2667,50.1667,77.63,85,17,7.14
400,Lagoa,PT,2022-02-11 18:14:37,39.05,-27.9833,59.61,77,61,13.6
401,Zyryanka,RU,2022-02-11 18:14:37,65.75,150.85,-37.53,99,38,5.93
402,Angoram,PG,2022-02-11 18:14:38,-4.0625,144.0661,73.15,99,100,1.83
403,Cairns,AU,2022-02-11 18:14:38,-16.9167,145.7667,73.35,93,30,2.3
404,Sao Felix Do Xingu,BR,2022-02-11 18:14:38,-6.6447,-51.995,76.86,87,100,2.19
405,Trincomalee,LK,2022-02-11 18:14:39,8.5711,81.2335,79.02,84,100,11.36
406,Santa Maria Del Oro,MX,2022-02-11 18:14:39,25.9333,-105.3667,59.05,20,0,3.96
407,Mubi,NG,2022-02-11 18:14:39,10.2676,13.2644,77.07,10,7,4.7
408,Lieksa,FI,2022-02-11 18:14:39,63.3167,30.0167,22.51,86,100,10.67
409,Manresa,ES,2022-02-11 18:14:40,41.725,1.8266,57.54,69,5,3.91
410,Shakawe,BW,2022-02-11 18:15:40,-18.3667,21.85,68.77,78,99,3.67
411,Kaeo,NZ,2022-02-11 18:15:40,-35.1,173.7833,75.33,98,100,11.32
412,Nuuk,GL,2022-02-11 18:13:24,64.1835,-51.7216,30.81,93,100,43.73
413,Cayenne,GF,2022-02-11 18:11:48,4.9333,-52.3333,80.64,90,75,9.22
414,Sibu,MY,2022-02-11 18:15:41,2.3,111.8167,72.91,99,100,2.17
415,Zhigansk,RU,2022-02-11 18:15:41,66.7697,123.3711,-28.61,100,93,5.53
416,Vestmanna,FO,2022-02-11 18:15:41,62.1564,-7.1664,38.32,81,75,10.36
417,Sonthofen,DE,2022-02-11 18:15:42,47.5167,10.2833,35.04,93,45,5.06
418,Dikson,RU,2022-02-11 18:15:43,73.5069,80.5464,3.92,85,100,28.03
419,Fairbanks,US,2022-02-11 18:12:58,64.8378,-147.7164,-1.75,75,100,8.05
420,Ahipara,NZ,2022-02-11 18:15:43,-35.1667,173.1667,74.8,94,99,12.75
421,Tourlaville,FR,2022-02-11 18:15:43,49.6383,-1.5664,45.66,81,0,3.44
422,Menomonie,US,2022-02-11 18:15:44,44.8755,-91.9193,30.24,69,100,18.41
423,Temiscaming,CA,2022-02-11 18:15:44,46.7212,-79.0971,33.67,86,100,9.22
424,Tulun,RU,2022-02-11 18:15:44,54.5611,100.5792,-28.14,100,42,1.66
425,Belmonte,BR,2022-02-11 18:15:45,-15.8631,-38.8828,84.7,63,11,9.53
426,Maragogi,BR,2022-02-11 18:15:45,-9.0122,-35.2225,86.13,58,92,15.3
427,Mount Isa,AU,2022-02-11 18:14:08,-20.7333,139.5,83.97,34,40,9.22
428,Katubao,PH,2022-02-11 18:15:45,5.8892,124.8294,79.29,79,67,4.54
429,Isiro,CD,2022-02-11 18:15:46,2.7739,27.616,78.6,33,100,0.85
430,Karasjok,NO,2022-02-11 18:15:46,69.4719,25.5112,24.91,90,92,9.64
431,Vila Franca Do Campo,PT,2022-02-11 18:15:46,37.7167,-25.4333,59.41,67,88,3.13
432,Xinzhi,CN,2022-02-11 18:15:47,36.4989,111.7047,35.6,60,54,1.92
433,Patos,BR,2022-02-11 18:15:47,-7.0244,-37.28,97.34,26,37,6.4
434,Pitsunda,GE,2022-02-11 18:15:47,43.1592,40.3378,37.58,74,28,6.89
435,Oyama,JP,2022-02-11 18:15:48,36.3,139.8,41.59,59,6,2.77
436,Tucuma,BR,2022-02-11 18:15:19,-0.1833,-50.05,81.82,79,100,6.6
437,Klaksvik,FO,2022-02-11 18:13:37,62.2266,-6.589,40.12,73,100,9.51
438,Kerchevskiy,RU,2022-02-11 18:15:48,59.946,56.2884,13.41,94,100,9.4
439,Imeni Poliny Osipenko,RU,2022-02-11 18:15:48,52.4201,136.4853,5.77,96,100,5.55
440,Ugoofaaru,MV,2022-02-11 18:15:49,5.6667,73.0,81.52,73,57,5.68
441,Yaan,NG,2022-02-11 18:15:49,7.3833,8.5667,89.87,8,7,4.72
442,Nanzhang,CN,2022-02-11 18:15:49,31.7765,111.8386,38.35,81,11,4.27
443,Megion,RU,2022-02-11 18:15:50,61.0296,76.1136,-3.98,92,10,8.81
444,Puerto Escondido,MX,2022-02-11 18:15:50,15.85,-97.0667,86.83,70,0,5.75
445,Borogontsy,RU,2022-02-11 18:15:50,62.6683,131.1683,-37.12,100,92,1.74
446,Benjamin Aceval,PY,2022-02-11 18:15:51,-24.9667,-57.5667,96.94,26,8,5.57
447,Kaka,TM,2022-02-11 18:14:57,37.3482,59.6143,49.3,69,100,6.4
448,Kodinsk,RU,2022-02-11 18:15:51,58.6881,99.1844,-20.81,100,67,0.96
449,Gallup,US,2022-02-11 18:15:35,35.5281,-108.7426,54.36,36,0,4.61
450,Opuwo,NA,2022-02-11 18:15:51,-18.0607,13.84,75.92,64,100,6.85
451,Athabasca,CA,2022-02-11 18:15:06,54.7169,-113.2854,13.69,73,68,9.55
452,Lodwar,KE,2022-02-11 18:15:52,3.1191,35.5973,90.0,26,84,7.67
453,Grand Gaube,MU,2022-02-11 18:15:52,-20.0064,57.6608,79.2,78,97,1.99
454,Sao Gabriel Da Cachoeira,BR,2022-02-11 18:15:53,-0.1303,-67.0892,76.8,94,100,10.36
455,Galveston,US,2022-02-11 18:15:53,29.3669,-94.9669,73.13,55,0,6.91
456,Severnyy-Kospashskiy,RU,2022-02-11 18:16:53,59.0925,57.8008,9.61,68,100,10.07
457,Nuristan,AF,2022-02-11 18:16:53,35.3,70.8333,10.98,48,25,13.49
458,Glendive,US,2022-02-11 18:16:54,47.1053,-104.7125,20.48,72,100,20.71
459,Kenitra,MA,2022-02-11 18:16:54,34.261,-6.5802,61.56,81,33,9.78
460,Vao,NC,2022-02-11 18:16:55,-22.6667,167.4833,80.42,83,100,18.84
461,Vila Velha,BR,2022-02-11 18:16:55,-20.3297,-40.2925,76.95,86,75,13.8
462,Yeppoon,AU,2022-02-11 18:16:55,-23.1333,150.7333,71.38,74,15,13.71
463,Ontario,US,2022-02-11 18:15:42,34.0633,-117.6509,82.63,23,0,4.61
464,Ust-Uda,RU,2022-02-11 18:16:56,54.1742,103.0304,-28.48,100,29,1.74
465,Pasighat,IN,2022-02-11 18:16:56,28.0667,95.3333,54.55,85,39,3.76
466,Diamantino,BR,2022-02-11 18:16:10,-14.4086,-56.4461,81.64,77,85,8.46
467,Aizawl,IN,2022-02-11 18:16:57,23.7333,92.7167,44.96,78,0,2.26
468,Vad,RU,2022-02-11 18:16:57,55.5301,44.2114,25.74,95,100,6.42
469,Chara,RU,2022-02-11 18:16:57,56.9064,118.2631,-26.86,86,73,1.32
470,Denpasar,ID,2022-02-11 18:12:03,-8.65,115.2167,78.46,94,40,2.3
471,Clyde River,CA,2022-02-11 18:16:58,70.4692,-68.5914,-16.37,76,100,31.07
472,Tsogni,GA,2022-02-11 18:16:58,-2.7942,10.0988,77.5,87,80,6.42
473,Karratha,AU,2022-02-11 18:16:59,-20.7377,116.8463,84.97,71,4,3.27
474,Korcula,HR,2022-02-11 18:16:59,42.9622,17.1369,50.56,75,16,5.32
475,Nishihara,JP,2022-02-11 18:16:59,26.1842,127.7558,65.48,77,100,10.36
476,Ghanzi,BW,2022-02-11 18:17:00,-21.5667,21.7833,70.86,70,80,7.85
477,Kawalu,ID,2022-02-11 18:17:00,-7.3817,108.2082,73.4,92,98,1.59
478,Mount Gambier,AU,2022-02-11 18:13:29,-37.8333,140.7667,51.58,88,3,7.31
479,Mansehra,PK,2022-02-11 18:17:00,34.3333,73.2,43.14,45,12,5.53
480,Wuwei,CN,2022-02-11 18:17:01,37.9281,102.6414,24.42,91,100,6.4
481,Marshall,US,2022-02-11 18:17:01,34.3834,-86.3333,68.52,43,0,14.97
482,Yumen,CN,2022-02-11 18:17:02,40.2833,97.2,23.27,46,96,5.84
483,Port Blair,IN,2022-02-11 18:17:02,11.6667,92.75,77.04,83,40,0.0
484,Shwebo,MM,2022-02-11 18:17:02,22.5667,95.7,65.62,44,6,5.68
485,Gull Lake,CA,2022-02-11 18:17:03,50.1001,-108.4847,16.16,83,100,11.97
486,Bathsheba,BB,2022-02-11 18:17:03,13.2167,-59.5167,84.81,51,20,27.63
487,Bartlesville,US,2022-02-11 18:17:03,36.7473,-95.9808,60.58,53,0,19.57
488,Port Hawkesbury,CA,2022-02-11 18:17:04,45.6169,-61.3485,46.9,63,0,11.5
489,Lensk,RU,2022-02-11 18:17:04,60.7253,114.9278,-6.97,97,100,5.17
490,Tigil,RU,2022-02-11 18:17:04,57.8,158.6667,-19.75,100,91,1.39
491,Zeya,RU,2022-02-11 18:17:05,53.75,127.2667,-4.94,94,99,4.52
492,Batouri,CM,2022-02-11 18:17:05,4.4333,14.3667,80.74,17,10,2.35
493,Russellville,US,2022-02-11 18:17:05,35.2784,-93.1338,68.14,35,20,4.61
494,Novovarshavka,RU,2022-02-11 18:17:06,54.1721,74.6946,-13.99,99,16,8.03
495,Adre,TD,2022-02-11 18:17:06,13.4667,22.2,71.58,12,0,10.25
496,Barillas,GT,2022-02-11 18:17:06,15.8036,-91.3158,79.14,57,47,5.44
497,Oranjemund,NA,2022-02-11 18:17:07,-28.55,16.4333,65.75,79,66,6.06
498,Torva,EE,2022-02-11 18:17:07,58.0028,25.935,30.7,90,60,7.9
499,Lerwick,GB,2022-02-11 18:14:06,60.1545,-1.1494,42.8,75,99,20.09
500,Rio Grande,BR,2022-02-11 18:17:07,-32.035,-52.0986,87.91,67,35,15.95
501,Saint-Francois,FR,2022-02-11 18:17:08,46.4154,3.9054,38.68,73,0,2.3
502,Tommot,RU,2022-02-11 18:12:12,58.9564,126.2925,-16.58,100,99,1.25
503,Beloha,MG,2022-02-11 18:18:08,-25.1667,45.05,74.7,90,55,12.26
504,Beira,MZ,2022-02-11 18:18:08,-19.8436,34.8389,80.69,69,20,11.5
505,Greer,US,2022-02-11 18:18:09,34.9387,-82.2271,67.75,32,0,17.27
506,Lhokseumawe,ID,2022-02-11 18:18:09,5.1801,97.1507,76.89,87,94,3.96
507,Moen,NO,2022-02-11 18:18:09,69.1304,18.6123,25.52,93,75,5.75
508,Hirara,JP,2022-02-11 18:18:10,24.8,125.2833,68.83,74,93,18.23
509,Ballina,AU,2022-02-11 18:18:10,-28.8667,153.5667,66.78,94,44,15.05
510,La Macarena,CO,2022-02-11 18:15:57,2.1837,-73.7849,92.84,37,92,7.09
511,Araouane,ML,2022-02-11 18:18:10,18.9048,-3.5265,71.6,13,71,10.22
512,Narodychi,UA,2022-02-11 18:18:11,51.2029,29.0823,35.49,86,100,2.55
513,Reinosa,ES,2022-02-11 18:18:11,42.9996,-4.138,43.05,95,99,2.15
514,North Tonawanda,US,2022-02-11 18:18:11,43.0387,-78.8642,46.76,58,100,27.63
515,Samur,RU,2022-02-11 18:18:12,41.8253,48.486,40.75,76,49,9.22
516,Puerto Lempira,HN,2022-02-11 18:18:12,15.2667,-83.7667,82.15,67,17,8.5
517,Cururupu,BR,2022-02-11 18:18:12,-1.8283,-44.8683,86.41,60,92,6.69
518,Ornskoldsvik,SE,2022-02-11 18:18:13,63.2909,18.7153,22.15,86,6,6.91
519,Nkhata Bay,MW,2022-02-11 18:18:13,-11.6066,34.2907,72.32,87,100,3.74
520,Teknaf,BD,2022-02-11 18:18:13,20.8624,92.3058,64.33,79,2,8.99
521,Lukaya,UG,2022-02-11 18:18:14,-0.1489,31.8748,69.85,79,93,3.09
522,Sucua,EC,2022-02-11 18:18:14,-2.4667,-78.1667,81.34,69,75,8.05
523,Qaqortoq,GL,2022-02-11 18:18:14,60.7167,-46.0333,23.5,78,100,3.42
524,Plettenberg Bay,ZA,2022-02-11 18:18:15,-34.0527,23.3716,65.57,80,9,2.86
525,Itaituba,BR,2022-02-11 18:18:15,-4.2761,-55.9836,89.76,66,20,5.75
526,Fenoarivo Atsinanana,MG,2022-02-11 18:18:15,-17.3667,49.4167,76.15,82,8,5.19
527,Hasaki,JP,2022-02-11 18:18:16,35.7333,140.8333,30.6,57,14,14.7
528,Pitimbu,BR,2022-02-11 18:18:16,-7.4706,-34.8086,88.39,65,48,11.81
529,Pandan,PH,2022-02-11 18:18:16,14.0453,124.1694,77.63,87,65,17.52
530,Bandar-E Lengeh,IR,2022-02-11 18:18:17,26.5579,54.8807,66.31,82,0,4.61
531,Satkhira,BD,2022-02-11 18:18:17,22.7167,89.1,62.6,42,0,5.06
532,Sinnamary,GF,2022-02-11 18:18:17,5.3833,-52.95,79.23,84,47,9.64
533,Punta Alta,AR,2022-02-11 18:18:18,-38.8759,-62.0736,66.76,40,100,17.49
534,Mukhen,RU,2022-02-11 18:18:18,48.1,136.1,7.05,98,100,1.48
535,Alice Springs,AU,2022-02-11 18:18:18,-23.7,133.8833,63.95,77,0,0.0
536,Valparaiso,CL,2022-02-11 18:14:48,-33.0393,-71.6273,73.04,64,0,12.66
537,Mariel,CU,2022-02-11 18:18:19,22.9875,-82.7536,80.74,77,80,12.68
538,Sao Joao Da Barra,BR,2022-02-11 18:18:19,-21.6403,-41.0511,80.69,81,100,10.51
539,Cortland,US,2022-02-11 18:18:19,42.6001,-76.083,47.75,45,0,19.57
540,Mutoko,ZW,2022-02-11 18:18:20,-17.397,32.2268,67.5,69,93,5.41
541,Phalaborwa,ZA,2022-02-11 18:18:20,-23.943,31.1411,78.08,33,10,7.49
542,Rjukan,NO,2022-02-11 18:18:21,59.8789,8.5941,21.36,93,55,7.45
543,Baft,IR,2022-02-11 18:18:21,29.234,56.6057,44.42,30,0,4.09
544,Kalmunai,LK,2022-02-11 18:18:21,7.4167,81.8167,77.79,86,100,5.77
545,Acapulco,MX,2022-02-11 18:18:22,16.8634,-99.8901,84.02,54,75,6.91
546,Pachino,IT,2022-02-11 18:19:22,36.7186,15.0907,50.04,71,90,9.71
