City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ancud,CL,-41.8697,-73.8203,60.42,92,100,7.81,overcast clouds
347,Nassau,US,40.7507,-73.5829,29.88,55,0,6.91,clear sky
348,Karachi,PK,24.9056,67.0822,58.82,77,0,4.61,smoke
349,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.88,91,100,12.24,overcast clouds
350,Yeppoon,AU,-23.1333,150.7333,82.18,77,58,19.95,broken clouds
351,Ahipara,NZ,-35.1667,173.1667,71.94,55,95,7.16,overcast clouds
352,Ajaccio,FR,42.0,8.9167,46.89,93,75,8.05,broken clouds
353,Nemuro,JP,43.3236,145.575,23.43,69,100,15.03,overcast clouds
354,Tasiilaq,GL,65.6145,-37.6368,28.56,86,100,28.45,light snow
355,Sinyavskoye,RU,47.277,39.2789,32.72,91,7,7.81,clear sky
356,Mayumba,GA,-3.432,10.6554,78.01,87,100,1.74,overcast clouds
357,Pervomayskiy,RU,53.2485,40.2871,16.12,92,100,6.49,overcast clouds
358,Oistins,BB,13.0667,-59.5333,78.89,73,40,25.32,scattered clouds
359,Gorakhpur,IN,29.45,75.6833,51.84,68,0,3.24,clear sky
360,Angoche,MZ,-16.2325,39.9086,79.86,81,100,4.43,light rain
361,Iquique,CL,-20.2208,-70.1431,68.68,77,33,0.89,scattered clouds
362,Manutuke,NZ,-38.6833,177.9167,75.97,53,0,9.17,clear sky
363,San Pedro,PH,14.35,121.0167,81.63,73,75,4.61,broken clouds
364,Cap Malheureux,MU,-19.9842,57.6142,76.46,81,60,12.08,broken clouds
365,Nova Granada,BR,-20.5339,-49.3142,84.45,69,98,4.68,overcast clouds
366,Viedma,AR,-40.8135,-62.9967,83.79,21,0,11.27,clear sky
367,Deer Lake,CA,49.1667,-57.4316,8.46,72,75,8.05,broken clouds
368,Provideniya,RU,64.3833,-173.3,3.31,66,0,24.61,clear sky
369,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,27,0,29.93,clear sky
370,Kununurra,AU,-15.7667,128.7333,85.98,74,54,5.75,broken clouds
371,Hasaki,JP,35.7333,140.8333,43.29,50,42,9.73,scattered clouds
372,Avarua,CK,-21.2078,-159.775,78.85,83,40,8.05,scattered clouds
373,Yazd,IR,31.8972,54.3675,41.11,42,0,4.61,clear sky
374,Margate,GB,51.3813,1.3862,49.96,88,100,7.0,light rain
375,Cobija,BO,-11.0267,-68.7692,73.0,98,100,0.69,heavy intensity rain
376,Dingle,PH,10.9995,122.6711,80.58,69,100,10.07,overcast clouds
377,Two Hills,CA,53.7169,-111.7518,14.88,79,100,8.05,overcast clouds
378,Portland,US,45.5234,-122.6762,50.45,79,100,4.0,overcast clouds
379,Zanesville,US,39.9404,-82.0132,37.96,56,0,5.75,clear sky
380,Cockburn Town,TC,21.4612,-71.1419,77.59,71,44,21.92,scattered clouds
381,Seoul,KR,37.5683,126.9778,22.51,49,20,10.36,few clouds
382,San Policarpo,PH,12.1791,125.5072,81.0,71,94,9.95,overcast clouds
383,Priiskovyy,RU,51.9333,116.6333,-14.84,100,100,0.13,overcast clouds
384,Lucea,JM,18.451,-78.1736,80.46,78,6,11.41,clear sky
385,Bara,NG,10.3744,10.7288,71.56,16,83,8.28,broken clouds
386,Troitskoye,RU,52.9821,84.6757,8.46,93,100,14.36,light snow
387,Fagernes,NO,60.9858,9.2324,21.85,96,100,2.86,light snow
388,Qui Nhon,VN,13.7667,109.2333,74.08,89,99,8.21,overcast clouds
389,Ilulissat,GL,69.2167,-51.1,-0.38,78,75,5.75,broken clouds
390,Ziarat,PK,30.3823,67.7282,31.84,50,0,7.0,clear sky
391,Roza,RU,54.9163,61.4586,8.55,93,100,4.29,overcast clouds
392,Gilbues,BR,-9.8317,-45.3439,74.55,78,29,2.08,moderate rain
393,Dzilam Gonzalez,MX,21.2833,-88.9333,70.5,71,99,8.08,overcast clouds
394,Mocuba,MZ,-16.8392,36.9856,71.6,99,98,2.98,light rain
395,Valparaiso,CL,-33.0393,-71.6273,67.48,66,0,8.05,clear sky
396,Churapcha,RU,62.0025,132.4325,-26.77,97,97,1.07,overcast clouds
397,Bambanglipuro,ID,-7.95,110.2833,64.6,83,68,2.44,broken clouds
398,Krasnoselkup,RU,65.7,82.4667,-15.92,96,67,7.38,broken clouds
399,Yulara,AU,-25.2406,130.9889,87.64,30,10,10.36,clear sky
400,Jambi,ID,-1.6,103.6167,79.56,85,98,1.14,overcast clouds
401,Aswan,EG,24.0934,32.907,56.5,47,0,4.61,clear sky
402,Merauke,ID,-8.4667,140.3333,85.14,61,100,4.54,overcast clouds
403,Altus,US,34.6381,-99.334,69.87,29,0,27.63,clear sky
404,Ryotsu,JP,38.0833,138.4333,33.76,83,68,18.25,light snow
405,Nelson Bay,AU,-32.7167,152.15,83.28,55,9,3.0,clear sky
406,Berlin,DE,52.5244,13.4105,43.36,78,0,16.11,clear sky
407,Solnechnyy,RU,50.7214,136.6319,5.11,82,39,7.74,scattered clouds
408,Sistranda,NO,63.7256,8.834,32.9,70,44,10.76,scattered clouds
409,Kichera,RU,55.9375,110.0997,-12.19,82,49,4.92,scattered clouds
410,Blackfoot,US,43.1905,-112.345,31.73,93,96,5.61,overcast clouds
411,Mayna,RU,54.1135,47.6231,12.02,92,100,6.76,overcast clouds
412,La Ronge,CA,55.1001,-105.2842,-0.15,65,100,20.71,overcast clouds
413,Kloulklubed,PW,7.0419,134.2556,79.3,81,99,19.35,overcast clouds
414,Kahului,US,20.8947,-156.47,80.62,62,40,20.71,scattered clouds
415,Emba,KZ,48.8264,58.1442,9.05,100,99,6.31,overcast clouds
416,Greifswald,DE,54.1,13.3833,42.12,86,100,23.78,light rain
417,Jacareacanga,BR,-6.2222,-57.7528,71.76,98,98,1.97,overcast clouds
418,Hovd,MN,48.0056,91.6419,-2.76,58,0,10.76,clear sky
419,Oum Hadjer,TD,13.2954,19.6966,73.83,14,47,10.54,scattered clouds
420,Belyy Yar,RU,53.6039,91.3903,-0.51,85,100,2.24,fog
421,Victor Harbor,AU,-35.5667,138.6167,73.47,90,100,6.26,light rain
422,Groningen,NL,53.25,6.75,45.27,93,100,10.36,overcast clouds
423,Kishapu,TZ,-3.6167,33.8667,63.81,93,99,1.79,light rain
424,Suntar,RU,62.1444,117.6319,-23.84,100,98,2.44,overcast clouds
425,Alta Floresta,BR,-9.8756,-56.0861,72.16,98,100,3.04,overcast clouds
426,Paamiut,GL,61.994,-49.6678,-3.69,94,100,8.97,overcast clouds
427,La Tuque,CA,47.4334,-72.7824,-3.75,77,11,2.3,few clouds
428,Warrnambool,AU,-38.3833,142.4833,67.8,62,100,1.52,light rain
429,Gorom-Gorom,BF,14.4439,-0.2361,74.93,12,5,10.78,clear sky
430,Kibala,TD,9.1104,18.3463,71.55,46,0,0.0,clear sky
431,Barra Do Bugres,BR,-15.0725,-57.1811,75.02,93,14,1.7,few clouds
432,Vilyuysk,RU,63.7553,121.6247,-30.51,99,31,4.14,scattered clouds
433,Kifri,IQ,34.6959,44.9661,52.05,51,0,5.59,clear sky
434,Maldonado,UY,-34.6667,-54.9167,74.23,66,0,7.05,clear sky
435,Chernyshevskiy,RU,63.0128,112.4714,-22.47,100,97,3.29,overcast clouds
436,Ambanja,MG,-13.6833,48.45,74.03,94,82,2.66,light rain
437,Zaozerne,UA,45.1582,33.2787,39.74,69,7,9.13,clear sky
438,Cortez,US,37.3489,-108.5859,52.56,18,0,6.91,clear sky
439,Nyurba,RU,63.2842,118.3319,-30.06,99,78,3.38,broken clouds
440,Neuquen,AR,-38.9516,-68.0591,87.69,14,0,11.5,clear sky
441,Itarema,BR,-2.9248,-39.9167,79.32,77,12,11.41,few clouds
442,Dickinson,US,29.4608,-95.0513,65.19,86,100,11.5,overcast clouds
443,La Asuncion,VE,11.0333,-63.8628,80.33,78,34,14.97,scattered clouds
444,Manaure,CO,11.7751,-72.4445,77.85,71,100,20.0,overcast clouds
445,Khatanga,RU,71.9667,102.5,-25.37,100,92,5.41,overcast clouds
446,Pijijiapan,MX,15.7011,-93.23,78.24,60,0,3.83,clear sky
447,Quelimane,MZ,-17.8786,36.8883,73.72,97,100,2.91,moderate rain
448,Berbera,SO,10.4396,45.0143,73.9,72,0,2.06,clear sky
449,Luis Correia,BR,-2.8792,-41.6669,84.2,74,75,16.11,broken clouds
450,Ulety,RU,51.3572,112.4849,-12.87,94,27,1.43,scattered clouds
451,Gwanda,ZW,-20.9333,29.0,62.31,91,0,8.68,clear sky
452,Tarko-Sale,RU,64.9225,77.785,-9.24,99,93,7.29,overcast clouds
453,Severo-Zadonsk,RU,54.0348,38.4017,15.42,84,81,8.63,broken clouds
454,Santo Tomas,PH,14.1079,121.1414,80.85,71,89,6.49,overcast clouds
455,Wucheng,CN,29.6008,118.175,45.9,81,48,4.03,scattered clouds
456,Skelleftea,SE,64.7507,20.9528,21.0,67,100,12.66,overcast clouds
457,Mobaye,CF,4.319,21.1786,73.45,25,33,1.86,scattered clouds
458,Garowe,SO,8.4054,48.4845,63.28,74,58,8.37,broken clouds
459,Polyarnyy,RU,69.1989,33.4478,16.27,89,89,9.13,overcast clouds
460,Vanimo,PG,-2.6741,141.3028,83.75,70,100,0.34,light rain
461,Englehart,CA,47.8169,-79.8664,3.22,77,0,4.61,clear sky
462,Ostrovnoy,RU,68.0531,39.5131,17.8,93,58,16.08,broken clouds
463,Port-Gentil,GA,-0.7193,8.7815,80.62,80,100,11.07,overcast clouds
464,Yueyang,CN,29.3333,113.0919,47.34,81,100,5.95,overcast clouds
465,Joshimath,IN,30.5667,79.5667,34.32,55,1,8.12,clear sky
466,Khorixas,NA,-20.3667,14.9667,69.84,89,100,6.24,moderate rain
467,Alice Springs,AU,-23.7,133.8833,89.15,29,12,2.3,few clouds
468,Naze,JP,28.3667,129.4833,54.52,56,56,13.73,broken clouds
469,Vega De Alatorre,MX,20.0333,-96.6333,66.42,77,6,9.84,clear sky
470,Mandalgovi,MN,45.7625,106.2708,-2.02,89,5,5.35,clear sky
471,Zheleznodorozhnyy,RU,55.7503,38.0042,27.01,84,12,9.31,few clouds
472,Nizwa,OM,22.9333,57.5333,61.57,74,0,2.51,clear sky
473,Karksi-Nuia,EE,58.1033,25.5628,37.27,82,100,11.97,overcast clouds
474,Pemangkat,ID,1.1667,108.9667,77.27,84,100,5.3,overcast clouds
475,Talcahuano,CL,-36.7167,-73.1167,57.74,90,0,9.17,clear sky
476,Gushikawa,JP,26.3544,127.8686,61.83,67,100,12.66,overcast clouds
477,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,86,78,9.89,broken clouds
478,Kulhudhuffushi,MV,6.6221,73.07,80.73,68,22,0.81,few clouds
479,Nouadhibou,MR,20.931,-17.0347,66.18,72,99,17.27,overcast clouds
480,Tuatapere,NZ,-46.1333,167.6833,56.82,55,26,5.7,scattered clouds
481,Damghan,IR,36.1683,54.348,38.07,64,7,3.78,clear sky
482,San Quintin,MX,30.4833,-115.95,57.24,79,93,8.21,overcast clouds
483,Silopi,TR,37.2497,42.4694,45.03,55,8,5.23,clear sky
484,Guarapari,BR,-20.6667,-40.4975,73.89,94,100,8.57,overcast clouds
485,Cassilandia,BR,-19.1133,-51.7342,75.78,69,88,2.8,overcast clouds
486,Tharad,IN,24.3961,71.6267,60.19,54,0,3.04,clear sky
487,Finschhafen,PG,-6.6024,147.8681,84.51,71,100,4.59,overcast clouds
488,Portoferraio,IT,42.8115,10.3146,49.12,73,47,13.02,light rain
489,Baturaja,ID,-4.1333,104.1667,76.84,80,99,1.5,overcast clouds
490,Malazgirt,TR,39.1427,42.5401,4.1,96,53,2.04,broken clouds
491,Yoichi,JP,43.2039,140.7703,30.22,82,96,8.01,overcast clouds
492,Siderno,IT,38.2779,16.302,50.59,85,100,11.36,light rain
493,Jakarta,ID,-6.2146,106.8451,88.09,73,99,0.0,haze
494,Husavik,IS,66.0449,-17.3389,30.11,75,100,24.36,overcast clouds
495,Korla,CN,41.7597,86.1469,29.32,51,96,6.22,overcast clouds
496,Martil,MA,35.6166,-5.2752,55.38,71,0,10.36,clear sky
497,Payakumbuh,ID,-0.2202,100.6308,73.63,85,81,2.17,broken clouds
498,Muravlenko,RU,63.7898,74.523,-12.82,100,87,6.11,overcast clouds
499,Yakeshi,CN,49.2833,120.7333,-16.89,97,100,3.42,overcast clouds
500,Kanker,IN,20.2719,81.4931,61.77,42,57,2.86,broken clouds
501,Papayal,PE,-4.0761,-80.7361,76.89,62,100,1.7,overcast clouds
502,Yarada,IN,17.65,83.2667,64.72,94,20,2.3,mist
503,Sibolga,ID,1.7427,98.7792,78.04,85,97,3.33,overcast clouds
504,Honiara,SB,-9.4333,159.95,86.47,67,100,4.38,overcast clouds
505,Teotlalcingo,MX,19.825,-97.9942,53.17,82,73,1.07,broken clouds
506,Aklavik,CA,68.2191,-135.0107,-23.08,68,75,2.3,broken clouds
507,Mahibadhoo,MV,3.7833,72.9667,80.4,75,100,4.36,overcast clouds
508,Dunda,TZ,-8.1167,34.25,62.96,93,100,2.53,overcast clouds
509,Filadelfia,US,39.9523,-75.1638,29.01,54,0,3.44,clear sky
510,Okhotsk,RU,59.3833,143.3,9.64,72,100,15.32,overcast clouds
511,Necochea,AR,-38.5473,-58.7368,73.04,58,0,10.42,clear sky
512,Tigzirt,DZ,36.8886,4.1198,49.44,75,0,10.02,clear sky
513,Miri,MY,4.4148,114.0089,77.14,94,40,0.0,scattered clouds
514,Pahrump,US,36.2083,-115.9839,60.1,26,19,5.99,few clouds
515,Iturama,BR,-19.7281,-50.1956,78.26,69,100,4.81,overcast clouds
516,Tuyen Quang,VN,21.8233,105.2181,60.8,90,100,1.03,overcast clouds
517,Burnie,AU,-41.0667,145.9167,63.95,93,100,7.47,moderate rain
518,Tulsipur,NP,28.131,82.2973,50.74,73,0,4.38,clear sky
519,Yanji,CN,42.9075,129.5078,8.8,65,100,13.53,overcast clouds
520,Naryan-Mar,RU,67.6713,53.087,7.27,93,9,13.11,clear sky
521,Belchatow,PL,51.3688,19.3567,37.98,91,91,7.85,overcast clouds
522,Codrington,AU,-38.2667,141.9667,66.02,59,100,4.59,light rain
523,Thinadhoo,MV,0.5333,72.9333,82.71,68,100,13.44,overcast clouds
524,Sinazongwe,ZM,-17.2614,27.4618,75.18,71,80,5.53,broken clouds
525,Dukat,RU,62.55,155.55,-16.49,97,44,5.97,scattered clouds
526,Micheweni,TZ,-4.9667,39.8333,79.09,80,95,7.23,overcast clouds
527,Namibe,AO,-15.1961,12.1522,76.19,76,98,6.38,overcast clouds
528,Bicholim,IN,15.5869,73.9462,65.57,64,33,2.28,scattered clouds
529,Whitianga,NZ,-36.8333,175.7,74.86,46,100,2.17,overcast clouds
530,Vallenar,CL,-28.5708,-70.7581,71.89,56,0,4.29,clear sky
531,Bubaque,GW,11.2833,-15.8333,79.38,67,0,8.14,clear sky
532,Muros,ES,42.7762,-9.0603,57.09,86,100,15.39,overcast clouds
533,Kirakira,SB,-10.4544,161.9205,85.08,68,87,5.82,overcast clouds
534,Rehoboth,NA,-23.3167,17.0833,64.15,89,94,5.95,overcast clouds
535,Arys,KZ,42.4252,68.795,28.62,69,33,6.04,scattered clouds
536,Santa Cruz,BO,-17.8,-63.1667,81.86,69,75,0.0,broken clouds
537,Kawalu,ID,-7.3817,108.2082,77.47,80,85,0.69,overcast clouds
538,Chicama,PE,-7.8447,-79.1469,66.74,67,100,7.16,overcast clouds
539,Buala,SB,-8.145,159.5921,85.6,69,58,4.56,broken clouds
540,Barbate,ES,36.1924,-5.9219,55.26,55,51,6.06,broken clouds
541,Kaliganj,BD,23.4095,89.1402,59.07,40,0,4.16,clear sky
542,Pakokku,MM,21.3333,95.1,63.81,39,2,2.91,clear sky
543,Ayan,RU,56.45,138.1667,10.24,71,100,6.85,overcast clouds
544,Ewa Beach,US,21.3156,-158.0072,80.02,55,100,13.8,overcast clouds
545,Tazovskiy,RU,67.4667,78.7,-22.95,100,89,9.01,overcast clouds
546,Umm Lajj,SA,25.0213,37.2685,65.64,61,0,11.14,clear sky
547,Lamu,KE,-2.2717,40.902,77.22,85,5,7.38,clear sky
548,Bucerias,MX,20.75,-105.3333,76.98,88,4,2.08,clear sky
549,Ialibu,PG,-6.2821,143.9935,61.43,58,100,1.74,overcast clouds
550,Oranjemund,NA,-28.55,16.4333,65.61,94,65,9.66,broken clouds
551,Kokopo,PG,-4.352,152.2633,77.56,87,100,1.92,light rain
552,Dwarka,IN,22.2394,68.9678,70.09,71,0,10.49,clear sky
553,Solihull,GB,52.4143,-1.7809,48.45,96,75,11.5,broken clouds
554,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,94,75,14.25,broken clouds
555,Fairbanks,US,64.8378,-147.7164,3.6,76,75,6.91,light snow
556,Nuuk,GL,64.1835,-51.7216,3.81,72,100,6.91,overcast clouds
557,Sivas,TR,39.7916,37.0019,1.51,100,86,0.67,overcast clouds
558,Soller,ES,39.7662,2.7152,49.03,72,31,9.48,scattered clouds
559,Huaicheng,CN,23.9051,112.1931,58.01,82,100,2.64,overcast clouds
560,Moanda,GA,-1.5575,13.2178,75.02,79,100,2.62,overcast clouds
561,Biloela,AU,-24.4167,150.5,84.49,53,73,14.81,broken clouds
562,Port Blair,IN,11.6667,92.75,78.84,89,75,1.14,mist
563,Kiama,AU,-34.6833,150.8667,83.25,59,0,8.01,clear sky
564,Komsomolskiy,UZ,40.4272,71.7189,33.22,80,71,4.61,broken clouds
565,Wamba,NG,8.9333,8.6,75.25,15,100,4.72,overcast clouds
566,Waitati,NZ,-45.75,170.5667,59.81,55,99,9.48,overcast clouds
567,Bombay,IN,19.0144,72.8479,69.78,73,6,3.44,haze
568,Vuktyl,RU,63.8567,57.3094,13.78,97,98,5.66,overcast clouds
569,Buchanan,LR,5.8808,-10.0467,76.96,90,6,3.96,clear sky
570,Arlit,NE,18.7369,7.3853,69.17,11,0,5.35,clear sky
571,Talnakh,RU,69.4865,88.3972,-17.57,83,64,4.65,broken clouds
572,Bereda,ES,43.2686,-7.5406,51.55,97,100,9.22,overcast clouds
573,Hualmay,PE,-11.0964,-77.6139,71.35,80,100,10.45,overcast clouds
574,Chumikan,RU,54.7183,135.315,-0.9,79,21,7.58,few clouds
575,Poum,NC,-20.2333,164.0167,82.81,73,40,11.21,scattered clouds
576,Darhan,MN,49.4867,105.9228,-16.6,97,20,1.99,few clouds
577,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,71,100,11.5,overcast clouds
578,Medan,ID,3.5833,98.6667,75.24,100,40,5.01,scattered clouds
579,Ginda,IN,30.6945,78.4932,31.17,45,0,8.01,clear sky
580,Tucurui,BR,-3.7661,-49.6725,73.58,98,100,4.43,very heavy rain
581,Shelburne,CA,44.0787,-80.2041,21.09,72,98,7.61,overcast clouds
582,Camacha,PT,33.0833,-16.3333,58.42,59,40,13.8,scattered clouds
583,Chumphon,TH,10.3333,98.8333,75.31,86,63,5.95,broken clouds
584,Bagdarin,RU,54.4333,113.6,-13.0,99,100,0.27,overcast clouds
585,Dispur,IN,26.1425,91.7889,55.35,66,0,1.72,clear sky
586,Panaba,MX,21.2833,-88.2667,71.33,70,98,11.7,overcast clouds
587,Verkhnevilyuysk,RU,63.4453,120.3167,-31.0,99,65,3.11,broken clouds
588,Ndjole,GA,-0.1783,10.7649,75.06,96,100,1.92,overcast clouds
589,Andenes,NO,69.3143,16.1194,26.58,63,3,18.41,clear sky
590,Nambucca Heads,AU,-30.65,153.0,81.0,64,28,5.86,scattered clouds
591,Dalvik,IS,65.9702,-18.5286,30.13,89,100,6.73,light snow
592,Harnosand,SE,62.6323,17.9379,26.6,91,91,6.33,overcast clouds
593,Zyryanka,RU,65.75,150.85,-23.08,93,16,2.13,few clouds
594,Cuamba,MZ,-14.8031,36.5372,68.56,99,100,2.68,light rain
595,Burley,US,42.5357,-113.7928,35.51,80,100,9.22,overcast clouds
596,Ulaangom,MN,49.9811,92.0667,-26.27,85,44,3.83,scattered clouds
597,Bol,TD,13.4586,14.7147,74.68,34,12,16.51,few clouds
598,Ladozhskaya,RU,45.3081,39.935,31.26,86,87,5.19,overcast clouds
599,Tahlequah,US,35.9154,-94.97,62.11,36,0,11.5,clear sky
600,Kitimat,CA,54.0524,-128.6534,41.38,64,100,1.01,overcast clouds
601,Tucuman,AR,-26.8241,-65.2226,78.8,73,0,3.44,clear sky
602,Neiafu,TO,-18.65,-173.9833,81.05,73,21,10.89,few clouds
603,Fukue,JP,32.6881,128.8419,39.56,65,75,9.22,broken clouds
604,Pimampiro,EC,0.4,-77.9667,60.69,92,99,1.61,light rain
605,Whitehorse,CA,60.7161,-135.0538,27.37,79,75,3.0,broken clouds
606,Bandarbeyla,SO,9.4942,50.8122,73.08,60,71,13.29,broken clouds
607,Malkangiri,IN,18.35,81.9,58.39,65,4,1.81,clear sky
608,Luganville,VU,-15.5333,167.1667,84.81,73,93,8.28,overcast clouds
609,Iisalmi,FI,63.5592,27.1907,32.02,99,100,6.82,light snow
610,Wasilla,US,61.5814,-149.4394,36.75,91,100,3.44,mist
611,Hare Bay,CA,48.8499,-54.0148,9.19,72,15,11.48,few clouds
612,Antofagasta,CL,-23.65,-70.4,66.47,84,31,4.99,scattered clouds
613,Kaspiyskiy,RU,45.3929,47.3707,34.61,89,12,7.05,few clouds
614,North Platte,US,41.1239,-100.7654,47.98,42,0,5.75,clear sky
615,Senno,RU,59.5336,33.9167,32.27,96,100,12.1,light snow
616,Datong,CN,40.0936,113.2914,7.93,73,3,2.21,clear sky
617,Road Town,VG,18.4167,-64.6167,77.09,79,0,20.0,clear sky
618,Anadyr,RU,64.75,177.4833,-30.5,75,20,13.42,mist
619,Loukhi,RU,66.0764,33.0381,12.7,90,100,0.54,overcast clouds
620,Gizo,SB,-8.103,156.8419,81.93,76,99,4.83,light rain
621,Bima,ID,-8.4667,118.7167,82.54,78,95,0.76,overcast clouds
622,Keti Bandar,PK,24.1447,67.4497,70.0,71,0,10.67,clear sky
623,Coihaique,CL,-45.5752,-72.0662,53.55,71,100,2.3,overcast clouds
624,Sangar,RU,63.9242,127.4739,-29.58,98,48,1.77,scattered clouds
625,Diffa,NE,13.3154,12.6113,71.31,16,3,9.64,clear sky
626,Ocos,GT,14.5094,-92.1933,84.7,66,83,6.46,broken clouds
627,Ranikhet,IN,29.65,79.4167,36.05,78,0,4.29,clear sky
628,Goderich,CA,43.7501,-81.7165,21.9,58,100,8.05,overcast clouds
629,Bonthe,SL,7.5264,-12.505,76.42,88,2,2.73,clear sky
630,Chara,RU,56.9064,118.2631,-17.27,86,46,0.63,scattered clouds
631,Straumen,NO,63.8709,11.2999,28.94,86,86,6.42,overcast clouds
632,Mokhsogollokh,RU,61.4681,128.9203,-25.8,97,81,0.51,broken clouds
633,Gandu,BR,-13.7439,-39.4867,71.24,99,55,0.47,broken clouds
634,Kutum,SD,14.2,24.6667,58.59,19,99,8.97,overcast clouds
635,Matamoros,MX,25.5333,-103.25,84.31,14,0,5.75,clear sky
636,Lawton,US,34.6087,-98.3903,70.27,34,0,26.46,clear sky
637,Lata,PT,40.1629,-8.3327,53.82,87,100,0.31,overcast clouds
638,Ambulu,ID,-8.345,113.6058,79.68,85,55,0.98,broken clouds
639,Maracas,BR,-13.4411,-40.4308,65.1,97,15,5.32,few clouds
640,Bogovarovo,RU,58.9785,47.0246,23.88,96,98,6.85,overcast clouds
641,Quatre Cocos,MU,-20.2078,57.7625,76.08,85,69,9.17,light rain
642,Saryg-Sep,RU,51.5,95.6,-4.76,99,100,0.85,light snow
643,Uberaba,BR,-19.7483,-47.9319,75.78,73,20,4.61,few clouds
644,Ekhabi,RU,53.5102,142.9671,2.73,95,100,16.87,overcast clouds
645,Urcos,PE,-13.6861,-71.6228,53.49,89,100,4.88,overcast clouds
646,Lasa,IT,46.6166,10.7002,31.46,86,34,3.51,scattered clouds
647,Saint-Leu,RE,-21.15,55.2833,77.86,80,29,8.68,scattered clouds
648,Udachnyy,RU,66.4167,112.4,-36.62,100,92,4.56,overcast clouds
649,Imeni Poliny Osipenko,RU,52.4201,136.4853,-1.01,87,79,5.41,broken clouds
650,Qandala,SO,11.472,49.8728,72.01,44,3,3.42,clear sky
651,Iranshahr,IR,27.2025,60.6848,55.74,41,0,6.91,clear sky
652,Takoradi,GH,4.8845,-1.7554,79.23,87,91,8.43,overcast clouds
653,College,US,64.8569,-147.8028,3.58,77,75,6.91,light snow
654,Altenholz,DE,54.4,10.1333,42.82,93,100,10.36,overcast clouds
655,Abu Samrah,SY,35.3029,37.1841,47.66,81,46,5.12,scattered clouds
656,Byron Bay,AU,-28.65,153.6167,80.06,61,36,9.19,scattered clouds
657,Maceio,BR,-9.6658,-35.7353,76.44,83,20,5.75,few clouds
658,Olafsvik,IS,64.8945,-23.7142,32.9,80,96,17.52,snow
659,Kuala Terengganu,MY,5.3302,103.1408,75.15,100,20,3.44,heavy intensity rain
660,Cabedelo,BR,-6.9811,-34.8339,81.27,77,11,9.06,light rain
661,Kajansi,UG,0.2081,32.5222,68.68,73,98,3.22,overcast clouds
662,Sao Lourenco Da Mata,BR,-8.0022,-35.0183,81.84,69,40,5.75,scattered clouds
663,Presidente Epitacio,BR,-21.7633,-52.1156,77.14,76,74,4.5,broken clouds
664,Mahon,ES,39.8885,4.2658,50.56,81,0,6.91,clear sky
665,Codajas,BR,-3.8367,-62.0569,72.54,99,50,2.62,scattered clouds
666,Usinsk,RU,65.9939,57.5281,10.29,98,93,11.74,overcast clouds
667,Baijiantan,CN,45.6333,85.1833,21.42,66,100,11.05,overcast clouds
668,Tabou,CI,4.423,-7.3528,78.42,86,22,8.28,few clouds
669,Klaksvik,FO,62.2266,-6.589,36.52,97,100,18.39,overcast clouds
670,Rio Grande,BR,-32.035,-52.0986,69.94,74,0,10.11,clear sky
671,Stokmarknes,NO,68.5646,14.9108,26.49,81,37,6.22,scattered clouds
672,Saint-Ambroise,CA,48.5501,-71.3324,-1.71,59,96,6.91,overcast clouds
673,Boca Do Acre,BR,-8.7522,-67.3978,73.83,98,88,2.15,overcast clouds
674,Olga,RU,43.7444,135.2892,22.21,88,100,19.91,light snow
675,Aranos,NA,-24.1333,19.1167,68.04,77,100,12.88,light rain
676,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.39,65,0,19.57,clear sky
677,Igrim,RU,63.1906,64.4162,11.64,95,100,6.53,light snow
678,Keflavik,IS,64.0049,-22.5624,30.63,86,75,12.66,light snow
679,Namatanai,PG,-3.6667,152.4333,80.06,82,100,2.98,moderate rain
680,Del Rio,US,29.3627,-100.8968,78.91,29,0,19.57,clear sky
681,Rawson,AR,-43.3002,-65.1023,74.1,46,40,2.44,scattered clouds
682,Salisbury,GB,51.0693,-1.7957,52.68,94,100,19.77,light rain
683,Monrovia,LR,6.3005,-10.7969,76.77,90,97,4.25,overcast clouds
684,Bollnas,SE,61.3482,16.3946,32.4,93,100,4.56,overcast clouds
685,Entre Rios,BR,-11.9419,-38.0844,73.42,91,0,4.09,clear sky
686,Georgiyevka,KZ,43.0369,74.7114,21.24,100,40,4.47,scattered clouds
687,Along,IN,28.1667,94.7667,48.58,64,1,2.04,clear sky
688,Ranong,TH,9.9658,98.6348,78.73,79,80,7.92,broken clouds
689,Vargem Grande,BR,-3.5431,-43.9158,73.44,99,100,2.57,overcast clouds
690,Turbat,PK,26.0023,63.044,65.23,27,0,8.3,clear sky
691,Matay,EG,28.419,30.7792,50.76,72,40,11.97,scattered clouds
692,Skara,SE,58.3866,13.4384,38.93,3,100,14.0,overcast clouds
693,Kieta,PG,-6.2167,155.6333,77.99,87,100,1.79,light rain
694,Pinheiral,BR,-22.5128,-44.0006,74.53,99,99,1.99,overcast clouds
695,Reconquista,AR,-29.15,-59.65,80.49,28,0,5.82,clear sky
